"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"4103",26,"Employed",182178," Some-college",10,6998.4409976751,"1","Married","repair"," Husband"," White"," Male",2829,0,40," United-States","0"
"4105",54,"Employed",174865," 9th",5,6258.8816396892,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"4111",61,"Employed",195453," HS-grad",9,2344.1936057061,"1","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","1"
"4138",49,"Employed",329603," Bachelors",13,6087.6230914146,"1","Married","repair"," Husband"," White"," Male",0,1902,40," United-States","1"
"4155",45,"Employed",88265," HS-grad",9,5412.9558000714,"1","Un_married","inspector"," Own-child"," White"," Female",0,0,40," United-States","0"
"4237",27,"Employed",146764," Some-college",10,5033.0584105104,"1","Married","managerial"," Wife"," White"," Female",0,0,40," United-States","1"
"4318",19,"Employed",246226," HS-grad",9,9702.239761129,"1","Un_married","repair"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"4336",18,"Employed",167147," 12th",8,6619.2046944052,"1","Un_married","sales"," Own-child"," White"," Male",0,0,24," United-States","0"
"4347",26,"Employed",159897," Some-college",10,8148.9933542907,"1","Un_married","managerial"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"4355",60,"Employed",121832," 11th",7,6122.7913945913,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","1"
"4451",26,"Employed",164018," Bachelors",13,7339.6694455296,"1","Married","sales"," Husband"," White"," Male",4064,0,50," United-States","0"
"4479",27,"Employed",129624," Bachelors",13,2995.1515048742,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"4508",33,"Employed",343925," HS-grad",9,2846.2750762701,"1","Un_married","cleaner"," Not-in-family"," Black"," Male",0,0,40," Jamaica","0"
"4536",17,"Employed",262511," 11th",7,2169.6778591722,"1","Un_married","sales"," Own-child"," White"," Male",0,0,20," United-States","0"
"4542",29,"Employed",250967," Assoc-voc",11,2415.6588055193,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","0"
"4544",20,"Employed",36235," Assoc-acdm",12,5284.5123838633,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"4572",22,"Employed",74631," Some-college",10,9058.52259323,"1","Un_married","cleaner"," Own-child"," White"," Female",0,0,13," United-States","0"
"4609",47,"Employed",379118," 7th-8th",4,4991.4874266833,"1","Married","repair"," Husband"," Black"," Male",0,0,60," United-States","1"
"4614",31,"Employed",340917," HS-grad",9,9506.3492115587,"1","Un_married","repair"," Unmarried"," White"," Male",14344,0,40," United-States","1"
"4616",54,"Employed",200098," Bachelors",13,9884.1612376273,"1","Un_married","sales"," Not-in-family"," Black"," Female",0,0,60," United-States","0"
"4629",30,"Employed",53158," Assoc-acdm",12,5030.0142504275,"1","Un_married","support"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"4631",31,"Employed",164190," Some-college",10,8662.5119168311,"1","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","1"
"4634",23,"Employed",83891," HS-grad",9,5519.5233654231,"1","Un_married","sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," United-States","0"
"4669",31,"Gov",168906," Assoc-acdm",12,3145.1444774866,"1","Married","clerical"," Wife"," White"," Female",0,0,35," United-States","0"
"4678",47,"Employed",379118," HS-grad",9,8147.8198096156,"1","Un_married","other"," Unmarried"," Black"," Male",0,0,9," United-States","0"
"4718",32,"Gov",182556," Bachelors",13,8589.1822408885,"1","Married","guard"," Husband"," White"," Male",0,1887,45," United-States","1"
"4737",45,"Employed",142719," Bachelors",13,4077.1556440741,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"4744",23,"Employed",218215," Assoc-acdm",12,7237.4816462398,"1","Un_married","other"," Own-child"," White"," Female",0,0,35," United-States","0"
"4745",46,"Employed",55720," Masters",14,2038.2680669427,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"4758",37,"Employed",38468," Some-college",10,7907.6730757952,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"4770",23,"Employed",244408," Some-college",10,3120.5623392016,"1","Un_married","clerical"," Other-relative"," Asian-Pac-Islander"," Female",0,0,24," Vietnam","0"
"4778",21,"Employed",207923," Some-college",10,2416.855448857,"1","Married","clerical"," Own-child"," White"," Female",0,0,15," United-States","0"
"4811",31,"Employed",153078," Assoc-acdm",12,8893.2273946703,"1","Un_married","repair"," Own-child"," Other"," Male",0,0,50," United-States","0"
"4815",23,"Employed",138892," HS-grad",9,2665.7627318054,"1","Un_married","inspector"," Own-child"," Black"," Male",0,0,40," United-States","0"
"4831",27,"Employed",194652," HS-grad",9,4003.6933198571,"1","Un_married","repair"," Own-child"," Black"," Male",0,0,40," United-States","0"
"4857",33,"Gov",79440," Masters",14,6095.8037022501,"1","Un_married","specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,30," Japan","0"
"4864",22,"Employed",445758," 5th-6th",3,8449.6265295893,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," Mexico","0"
"4869",57,"Employed",282913," HS-grad",9,8934.9154438824,"1","Married","sales"," Husband"," White"," Male",0,0,40," Cuba","0"
"4882",55,"Employed",211678," Assoc-voc",11,5517.9118141532,"1","Married","inspector"," Husband"," White"," Male",0,0,45," United-States","0"
"4955",59,"Gov",243612," HS-grad",9,4312.3096823692,"1","Un_married","inspector"," Unmarried"," White"," Female",0,0,40," United-States","0"
"4963",34,"Employed",45522," HS-grad",9,2226.8894072622,"1","Un_married","other"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"4972",23,"Employed",185452," Bachelors",13,8522.8227376938,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,35," Canada","0"
"5025",65,"Employed",226215," Bachelors",13,6926.400244236,"1","Married","sales"," Husband"," White"," Male",0,0,15," United-States","0"
"5027",33,"Employed",124187," 11th",7,3868.4303723276,"1","Un_married","transport"," Not-in-family"," Black"," Male",0,0,60," United-States","0"
"5031",32,"Employed",207668," Bachelors",13,9246.7046566308,"1","Married","managerial"," Husband"," White"," Male",15024,0,45," United-States","1"
"5056",36,"Employed",214816," HS-grad",9,3047.798704356,"1","Un_married","repair"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"5085",29,"Employed",164607," HS-grad",9,9446.4998207986,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"5110",35,"Employed",113322," Assoc-voc",11,3046.9615198672,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"5116",23,"Employed",284651," Bachelors",13,9409.9680539221,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,43," United-States","0"
"5130",35,"Employed",319831," Some-college",10,8910.999532789,"1","Married","farming"," Husband"," White"," Male",0,0,60," United-States","0"
"5168",53,"Employed",276515," Bachelors",13,8284.1599453241,"1","Un_married","managerial"," Own-child"," White"," Male",0,0,40," Cuba","0"
"5186",25,"Employed",168943," Bachelors",13,3983.079560101,"1","Married","managerial"," Wife"," White"," Female",0,0,30," United-States","1"
"5193",36,"Employed",228190," HS-grad",9,8066.6881185025,"1","Married","cleaner"," Husband"," Black"," Male",0,0,20," United-States","0"
"5208",29,"Employed",148550," HS-grad",9,7731.1454340816,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"5228",29,"Gov",188986," Assoc-voc",11,7926.7031364143,"1","Un_married","support"," Not-in-family"," White"," Female",0,1590,64," United-States","0"
"5237",26,"Gov",197530," Masters",14,2907.2547331452,"1","Married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"5246",71,"Gov",337064," Masters",14,3536.4397931844,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"5271",45,"Gov",88564," Some-college",10,2660.296048969,"1","Married","managerial"," Husband"," White"," Male",7688,0,40," United-States","1"
"5309",23,"Employed",205939," HS-grad",9,7747.9843404144,"1","Married","repair"," Husband"," White"," Male",0,0,38," United-States","0"
"5325",27,"Employed",208703," HS-grad",9,9830.3336109966,"1","Un_married","guard"," Own-child"," White"," Male",0,0,40," Japan","0"
"5340",20,"Employed",205970," Some-college",10,6955.0674352795,"1","Un_married","repair"," Own-child"," White"," Female",0,0,25," United-States","0"
"5345",48,"Employed",94461," HS-grad",9,8054.4867888093,"1","Un_married","inspector"," Not-in-family"," White"," Female",0,0,16," United-States","0"
"5366",26,"Employed",164583," HS-grad",9,7767.4652691931,"1","Un_married","sales"," Unmarried"," White"," Female",0,0,30," United-States","0"
"5388",19,"Employed",57206," HS-grad",9,2530.6214857847,"1","Un_married","sales"," Own-child"," White"," Female",0,0,20," United-States","0"
"5421",30,"Employed",149184," Bachelors",13,6988.3360341191,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"5446",35,"Employed",204527," Masters",14,6786.7205291987,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,50," United-States","1"
"5453",36,"Employed",749105," HS-grad",9,3271.4336067438,"1","Un_married","other"," Unmarried"," White"," Female",0,0,36," United-States","0"
"5473",38,"Employed",256864," HS-grad",9,8068.4209391475,"1","Married","support"," Husband"," White"," Male",0,0,50," United-States","1"
"5474",48,"Employed",265083," 10th",6,5485.9021231532,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,38," United-States","0"
"5478",45,"Gov",67544," Masters",14,8656.2342755497,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"5499",30,"Employed",381645," Bachelors",13,5300.1674357802,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"5517",32,"Employed",131379," HS-grad",9,8383.9738909155,"1","Un_married","other"," Own-child"," White"," Female",0,0,40," United-States","0"
"5518",45,"Employed",166929," 11th",7,3035.7115902007,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"5607",21,"Employed",176356," Assoc-acdm",12,4061.5661088377,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,20," United-States","0"
"5644",37,"Employed",282461," Some-college",10,3386.0824778676,"1","Married","managerial"," Husband"," White"," Male",0,0,60," United-States","0"
"5660",30,"Employed",133602," Bachelors",13,7843.7958024442,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"5667",21,"Employed",186849," HS-grad",9,8836.4893570542,"1","Un_married","cleaner"," Own-child"," White"," Male",0,0,40," United-States","0"
"5709",39,"Employed",146091," Bachelors",13,7859.1849468648,"1","Married","specialty"," Wife"," White"," Female",0,0,20," United-States","1"
"5734",24,"Gov",155818," Some-college",10,2432.809939608,"1","Married","clerical"," Wife"," White"," Female",0,0,44," United-States","0"
"5764",35,"Employed",377798," Bachelors",13,8034.2527143657,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,50," United-States","1"
"5786",64,"Employed",165667," Doctorate",16,3138.4388096631,"1","Married","specialty"," Husband"," White"," Male",7688,0,60," Canada","1"
"5809",44,"Employed",112797," 9th",5,4155.9059657157,"1","Un_married","other"," Own-child"," White"," Female",0,0,50," United-States","0"
"5818",79,"Gov",84616," 11th",7,3729.7153715044,"1","Married","managerial"," Husband"," White"," Male",0,0,7," United-States","0"
"5825",50,"Employed",100109," Bachelors",13,7508.2379542291,"1","Un_married","managerial"," Unmarried"," White"," Male",0,0,45," United-States","1"
"5836",23,"Employed",549349," Some-college",10,8936.6325363517,"1","Un_married","support"," Own-child"," White"," Male",0,0,40," United-States","0"
"5843",29,"Employed",240738," HS-grad",9,3765.6748536974,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"5890",52,"Employed",133403," Some-college",10,6609.6974555403,"1","Married","repair"," Husband"," White"," Male",0,0,55," United-States","0"
"5913",58,"Employed",117477," HS-grad",9,6353.9690040052,"1","Un_married","clerical"," Unmarried"," Black"," Female",0,0,36," United-States","0"
"5922",39,"Employed",166744," HS-grad",9,8331.0797903687,"1","Un_married","other"," Own-child"," White"," Female",0,0,38," United-States","0"
"5937",18,"Employed",71792," HS-grad",9,2690.3577726334,"1","Un_married","sales"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States","0"
"5939",48,"Employed",136878," HS-grad",9,7870.9552865475,"1","Married","repair"," Husband"," White"," Male",0,0,60," United-States","1"
"5961",53,"Employed",157881," Some-college",10,6196.5467110276,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"6007",39,"Gov",189385," Some-college",10,3934.8430354148,"1","Un_married","managerial"," Unmarried"," Black"," Female",0,0,30," United-States","0"
"6035",54,"Employed",163815," Masters",14,9308.6881637573,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"6070",40,"Employed",436493," HS-grad",9,6489.5162079483,"1","Un_married","other"," Own-child"," White"," Male",0,0,25," United-States","0"
"6099",24,"Employed",138938," Some-college",10,4537.8553736955,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"6108",40,"Employed",157240," Masters",14,4011.4044956863,"1","Married","managerial"," Wife"," White"," Female",15024,0,30," Iran","1"
"6109",22,"Employed",184779," HS-grad",9,3851.3958528638,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"6134",43,"Employed",64112," Some-college",10,9722.3851252347,"1","Married","farming"," Husband"," White"," Male",0,0,50," United-States","0"
"6176",50,"Gov",370733," HS-grad",9,4528.7174675614,"1","Married","clerical"," Husband"," Black"," Male",0,0,40," United-States","0"
"6178",25,"Employed",137951," HS-grad",9,6801.6720470041,"1","Un_married","clerical"," Unmarried"," White"," Female",0,0,30," United-States","0"
"6194",46,"Employed",191978," Masters",14,4576.1775746942,"1","Married","managerial"," Husband"," White"," Male",0,2392,50," United-States","1"
"6220",25,"Employed",241825," Some-college",10,6739.6270763129,"1","Un_married","managerial"," Own-child"," White"," Male",0,0,46," United-States","0"
"6222",49,"Employed",233059," HS-grad",9,3702.9667552561,"1","Married","repair"," Husband"," White"," Male",0,0,60," United-States","0"
"6251",24,"Employed",161508," HS-grad",9,7268.402364105,"1","Un_married","repair"," Own-child"," White"," Male",0,0,50," United-States","0"
"6260",51,"Employed",145114," HS-grad",9,3249.6875356883,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
